,repo,commit,message
284,puppet-watcher,858c3d50e4c6a85c7bf5cddc638be7a2978e09e5,"Do not validate the deprecated parameter

The watcher::api::watcher_client_password parameter was deprecated
during Yoga cycle in favor of the new watcher::watcher_clients_auth
class[1]. Thus the parameter should not be validated.

[1] 16bcc44238bd018c527c87c4cd0542f5cadc5774

Closes-Bug: #1973316
Change-Id: Ied515e3ba52d9fb9bd96ea24149fa7f6c44db9c5
"
285,puppet-watcher,959248c2031c7e10e76144e6f3880ed2bb6e054a,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: I72ddec25f8a7d747ab2816f2b76aae2f07ccfeba
"
286,puppet-watcher,978502cbdc84e8c9eef0ec99dcd9077e9e2a9f3e,"Globally support system scope credentials

After spending huge effort to understand the exact requirements to
enforce SRBAC, we learned it's very difficult to find the required
scope in each credential. This requires understanding implementation of
client-side as well as server-side, and requirement might be different
according to the deployment architecture or features used.

Instead of implementing support based on the actual implementation,
this introduces support for system scope credentials to all places
where keystone user credential is defined, and make all credential
configurations consistent.

Change-Id: I1515d077c7cdd3cddb805a0b68199ee913975704
"
287,puppet-watcher,16bcc44238bd018c527c87c4cd0542f5cadc5774,"Create a separate class for watcher_clients_auth parameters

This change introduces a separate class for watcher_clients_auth
parameters, which are currently managed by watcher::api, so that
we follow the best practise to create a class per config section.

Change-Id: I5fb1bb6ceca65c53c6d513db6683dc11f9b42635
"
288,puppet-oslo,978b7ef3cfd7690ee91a91aac9d794c7fc848a59,"Merge ""cache: Support array value for tls_allowed_ciphers"""
289,puppet-oslo,7e187f637a5f80c4ded88deaae4699aadb228d3f,"Add common implementation to manage [os_brick] options

The os-brick library now supports its own lock_path configuration. This
adds the defined resource type to manage the option so that we can
reuse this implementation in some modules.

Depends-on: https://review.opendev.org/c/openstack/os-brick/+/849324
Change-Id: Iae1c155692fec845a8cab0ae284eeeaaf3336962
"
290,puppet-oslo,6f502efdc1caef69aa33db5f2946b81f63a8d09f,"Fox wrong format of [cache] backend_argument

This option is not a ListOpt but a MultiStrOpt. So an array values
should NOT be converted to the colon-separated list format.

Closes-Bug: #1997603
Change-Id: If346affd48013f4f553a5fddc93524a8408cc605
"
291,puppet-oslo,053264927508064e7c832c88b080dec8b85a290e,"cache: Support array value for tls_allowed_ciphers

The [oslo_cache] tls_allowed_ciphers option takes a colon-seprated
list. This change allows usage of a native array value to set
the value so that users can more easily compose up the value without
considering the actual value format.

Change-Id: I5c295c747a0f19757e3b3c7eaf990b32d7e1af11
"
292,puppet-oslo,60afb3379b8241f9c870187dc718d5846205e2ed,"coordination: Deprecate support of the etcd3 driver

The etcd3 driver of tooz has been deprecated. This change deprecates
its support in the puppet modules so that we can remove the support in
a future release.

Depends-on: https://review.opendev.org/833107
Change-Id: I3cb9d3321957341d2110178ed7b67bfe3f265a38
"
293,puppet-oslo,5590e9b16406c8d3683b47af7c69891a561abcaa,"Remove deprecated oslo::db::use_tpool

The parameter was deprecated during Yoga cycle[1] and is no longer used
by the other modules.

[1] af6514829c48a4a6c06d06abc66552e4424fdc81

Change-Id: I9c15808bc1725be7ec6e24b37c066c089990e85e
"
294,puppet-oslo,49de918c2537ff35c5c88587eb2ee15861630165,"privsep: Add support for the remaining parameters

This change adds support for the following two parameters of
the oslo.privsep library, so that all options can be configured by
the oslo::privsep defined resource type.

 - thread_pool_size
 - logger_name

Change-Id: I88eb0a5a1d3fd795a2c29b7be4d6e5722a330c45
"
295,puppet-oslo,fc72a83bccebd211466bdeb6e1e1d7c2cc3b22f5,"cache: Ensure pymemcache library is installed

The pymemcache library should be installed when pymemcache backend is
used but this library is not required by the oslo.cache library or
its dependencies and should be installed additionally.

Closes-Bug: #1988205
Change-Id: I9422af416e74c53e09f6216bcbeab234337ccbae
"
296,puppet-oslo,513573850b24220a51f2fe51f0bb087eefab4438,"Fix typos is parameter descriptions

Change-Id: I3134bd39892f7d1412dd267e4995aaece87523c2
"
297,puppet-oslo,9fdd85639e124689802d6a2963e71ddac6fde932,"Merge ""db: Remove MongoDB backend support"""
298,puppet-oslo,2ad73a71c095bf534ed9f6a5d4356d1843a5d919,"db: Remove MongoDB backend support

Support for MongoDB backend was used by puppet-ceilometer but it is
no longer used since MongoDB was replaced by Gnocchi.

Because we no longer expect any real use case, this change removes
the implementation directly with deprecation skipped.

Change-Id: I5203cefe77c6c1410842fa7c530f98761fe65ed4
"
299,puppet-oslo,0a7cc71dadfbe4fa04cc31cba4f5aa65cf177647,"db: Remove min_pool_size

... because it was deprecated during Ussuri cycle[1].

[1] 1338b26b02a76735e53968eea1ea28a2cb68a1af

Change-Id: I86ff6b35b7e2ea29799ff98d734b7e9b4b2e0f08
"
300,puppet-oslo,61b34264573dd3af6f12fa36d23acec3b0e9abae,"db: remove idle_timeout

... because it was deprecated during Train cycle[1] in favor of the new
connection_recycle_time parameter.

[1] 3eb0e709473d53bc9a26c672c10486828d84d50f

Change-Id: Iecd45f2e551eb46d3d8b839e5911898591272705
"
301,puppet-oslo,30d3b687931dfc2fcda42d08891ebbcf027698cb,"Remove allow_insecure_clients

... because it was deprecated during Wallaby cycle[1].

[1] c08a99f05cacb37e18554dd07f35ebf0a2ba3178

Change-Id: I4a76fb16e4fbb3711db5c86ab35000334e95c124
"
302,puppet-oslo,4fcbddc632a3cd081154ff561afe8cf10c55c906,"Fix typo in warning message

Change-Id: I53e794088bfac13785776b6265cc0f23e1c20d91
"
303,puppet-oslo,d3623fe039106100c6d18b0e1398d0c13cd955b8,"db: Fix deprecation warning about use_tpool

Currently the warning log is shown when the parameter is NOT set,
because of the wrong if condition.

Change-Id: I462592ca7d3d2654246cd890c6097e97bd967707
"
304,puppet-oslo,efd11469933af2b0aadc54546ce611b92c66391e,"log: Accept array for default_log_levels

Currently the default_log_levels parameter accepts only hash or string.
This change adds support for an array value, so that users can use
an array of 'logger=LEVEL' strings.

Change-Id: I8c4358128438700430645df132882ec46a8885b9
"
305,puppet-oslo,19862b0f1879f41ef364d0fdac07df9415bdf2d3,"Split oslo::service defined type

The oslo::service defined type was added a long ago but has never been
used by any other modules so far. The main blocker is that the type
manages not only common service parameters but also wsgi/ssl parameters
which are specific to api services.

This change splits the defined type to smaller modules so that we can
reuse the implementation.

Because the defined type is not used by any other modules at this
moment, and we don't expect direct usage of these resource type(*1),
this change is backword-incompatible.

(*1)
Technically it can be used but cause multiple conflicts.

Change-Id: If524155bf2d0dda964c6b451d7b26f36481514f5
"
306,puppet-ceph,75c5a7c3f46ba033e80d209e8777f685275e285c,"rgw: Support Barbican integration settings

Change-Id: I8fef857c55610f33b33a3423a8ec8cebbdde078b
"
307,puppet-ceph,1800c1b530a8f18f69e65d91da37560d078967e9,"rgw: Add support for rgw_enable_apis

... so that users can enable only specific APIs in Ceph object gateway.

Change-Id: I80184a403322e0db6706603aeadb2257b2dd1a35
"
308,puppet-ceph,dbee5bacf3c058d770dcb1364a1dd2a8b45b8a0b,"rgw: support more Swift-related options

This change improves the support coverage of radosgw options, which are
related to Swift API.

Change-Id: I1d544ebcbd77b44c1772d842e021a07e243997d6
"
309,puppet-ceph,a41c255ab08540147fe11cf8dc04277d17115279,"rgw: Add suport for the beast frontend library

The beast frontend library has been supported since Mimic and will
replace the civetweb library which was deprecated in Pacific.

This also fixes the rgw_frontneds parameter so that the reasonable
default value is selected according to the frontend type selected.

Change-Id: I2faac0151165aa296ac2df3a0b9a1255654947ef
"
310,puppet-ceph,152b6f6d27c85d003beb2bbb2a8666e556bb8606,"Remove support for upstart

... because this module no longer supports Ubuntu 14.04 or CentOS 6.

This also removes the unit tests with Ubuntu 14.04.

Change-Id: Ib2bf73ba379b61f96c5faf3712c15aa39c0a301e
"
311,puppet-ceph,cedbe9151966ac14a732ac9eb9a213494cb16a5f,"rgw: Refactor the logic to support multiple fronend_type

Change-Id: I5c07540be210e05719581cd722fba9e7eb0eeb47
"
312,puppet-ceph,29ca5f47d16824410eb6d1367da574ed60b51bc1,"Use integer for apache::vhost::port

The latest puppetlabs-apache release (8.0.0) no longer accepts string
values for apache::vhost::port. This updates the default value to use
integer instead of string, to avoid type validation error.

Related-Bug: #1983300
Change-Id: Ib5714ba5ae3219fbb0500b8d6adabc87541220f7
"
313,puppet-ceph,81a137e29e7af44ba31125eb30130f5f41347d19,"Remove workaround for old p-o-i manifest

Now p-o-i uses the native class parameters thus we can define
the parameter resources even when the parametes are not set.

Change-Id: Iefc8126f5ffff55e623dfdaa8e791ba4aafb7831
"
314,puppet-ceph,039ef5e19abf962c462ac7b8575d7d1a2d75b1d2,"Fix CentOS Stream 9 repo url

Change-Id: Id02b6e67af7a8cab524af86e2d4eab6a6281ed2d
"
315,puppet-ceph,e13544a6df8f7571ae8bc8b18d2fe73a1af281aa,"CentOS: Allow fixing repository url for CentOS Stream

URL of SIG repository is different between CentOS and CentOS Stream.
('-stream' prefixes major version)

This change introduces the `stream` parameter which we already added
to openstack_extras so that users can use the correct repository
without defining the whole url by ceph_mirror.

Change-Id: Ibfb4cc4df52cd1318a5497e2ea02c2ca0893331f
"
316,puppet-ceph,201e8b16f6e01de841153e0c33119e9efc4f8404,"Deprecated pid_max and remove sysctl module dependency

Change-Id: I39cabf6fc1286c788ba10fc40402db22fdf1652c
"
317,puppet-cloudkitty,d89093fa761d7dd3330daac6b766ea0abb44b2cd,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: Iee4cf4b3e20d16624b89f6b004cc857ed5288510
"
318,puppet-cloudkitty,d3f0a4852a4c198330e7ee39a66e619183104922,"Remove remaining hard-coded OS user/group

This replaces one remaining hard-coded user which was left by
the previous attempt[1] to remove individual hard-codes.

[1] 4828d650b3c19e96438eaedd10a652b6aaff2aa0

Change-Id: Iba7e9af291621deeca7651ef9f67ddce453180af
"
319,puppet-cloudkitty,2072b01aac999554582756ac95cafa63cf4633ae,"Add support for Elasticsearch storage backend

Change-Id: I9b3b74f3c32a43ae982f0c429c95819dc387bf80
"
320,puppet-cloudkitty,021f77ca196a9147bc35f3cea1507ebea415c0f4,"Merge ""Adapt to new type validation in puppetlabs-apache"""
321,puppet-cloudkitty,355805aba1b114d70197713015f8e73490eaa705,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: Idd4918618831ffab98db91fa90ae493775373bc9
"
322,puppet-cloudkitty,d4db053e911abd5a55a3c08ee0b5e8e22e6d521f,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: I4ff7ea57f9c1b29b2209506969497b773cef02ec
"
323,puppet-cloudkitty,357eaf6147d3441352957d88dca9116b879ef198,"Remove deprecated tenant_fetcher_backend

... because it was deprecated during Victoria cycle[1].

[1] d58a0a25ed2e1b19627bcdb54d81fce63cd3b6b7

Change-Id: I29bbc0bb81d1fbdfd17e82667cee34d786cd1828
"
324,puppet-cloudkitty,71ad6471e970c18a7ec6dc0a9391e5bf988a3e78,"Remove deprecated cloudkitty::ui

This class was deprecated during Yoga cycle[1].

[1] 0f89c9ab8fccbe7840dda5ad5309a12784e417ef

Change-Id: I703934b1b5dcecb01cef100a512a4c30fbf63522
"
325,puppet-cloudkitty,17f8ee1b319a77222b60dce4bbb890eeb451188b,"Fix typos in parameter descriptions

Change-Id: I865f8778b4efbb84f295ad22b9f9a16828774e44
"
326,puppet-cloudkitty,0ddc83eb3e91b976f43896ef78683667b5eee852,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: I705dabab19974c2d9323e49051c8952e6d537820
"
327,puppet-sahara,d3700691e33dc52b1b45e643d22e94fd041e7489,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: If4d8e52c05cb94336318f45fe4a53eaf91a5c880
"
328,puppet-sahara,960499168fcaf9a7dff1860302a16f4ec2a0dd9c,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I043ced8b30b1fc8e2176d201e38bb8b241701641
"
329,puppet-sahara,175657f31cca3b3e5482137c60282ea2a4240331,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: I7431b95051d0cb9c35c9bebc07959d6f95b0cd1b
"
330,puppet-sahara,9e7929fddc7c29f040cf7a3738f177479a2b6d98,"Support options for Designate integration

This change introduces support for the following two options which are
used to configure Designate integration.

 - [DEFAULT] use_designate
 - [DEFAULT] nameservers

Change-Id: I297dadec50b1b65d3c95e8fc6c17ad25b663c12d
"
331,puppet-sahara,b25c0d1ce8210ba2973166b9f645c3189713fee8,"Support [DEFAULT] node_domain

Change-Id: Ie778c334afd4919f79db6defcea172e8d1ae33fa
"
332,puppet-sahara,bce29527f5fb00a4781286e14aa9dcaf3b09279c,"Avoid hard-coding OS user/group in each manifest

and replace hard-codes by definition in params.pp .

Change-Id: I096218782a372ac7573baf0c42cac83d570fb761
"
333,puppet-vitrage,9934f3a4c8534def5ebb8e9415f332eef085a58c,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: Ie6b22e3b0035189bd12499bec42d34c4c80dec6d
"
334,puppet-vitrage,bc724cdc0bd2ead43502ff990ac0dd16476890bd,"Accept array for [datasource] types

... because the parameter is ListOpt .

Change-Id: I5b46474568e3e6fbe2751e010f00404ba06cbc72
"
335,puppet-vitrage,15068f18e89150515c3813801c196a11d67759af,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: Id33d0bb0cd09af5d653c14e50ac6b3c1745593b6
"
336,puppet-vitrage,3b3ace515248d6869886710c18a2754852cd8869,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: If7c7341fbe5b61dcbb5762291484ce4097c0239c
"
337,puppet-vitrage,57b3dd7c18006efa54952941f0de06601238acf7,"Simplify handling of notifiers option

Change-Id: I74610eddea1514f25951ec6a793e4b2afff6d59f
"
338,puppet-vitrage,5aa74207d4e7875afdabc9d50829ff9f2dcdd38b,"Remove deprecated vitrage::auth

... because this class was deprecated during Yoga cycle[1] in favor of
the new vitrage::service_credentials class.

[1] 9cf7f1dcd9c1acb58122dabaf434bf251189bb0a

Change-Id: Ice74b6655d8715989edece54e40998c809f8341f
"
339,puppet-vitrage,ab776eac410ca6146a6f1dfa4c1351aa44e1fd96,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: I72c65b9cdc246df06c2ca4f4e70ea9c3ff4fe768
"
340,puppet-placement,5f6e5bc3c391639406d13270efa9b4e79fc7a1e8,"Fix inconsistent parameter name of wsgi::apache

The placement::wsgi::apache class takes the api_port parameter to
determine the TCP port number, but this name is not commonly used while
the port parameter is used in the other modules. This change fixes
the parameter name so that we can keep the implementation more
consistent.

This also fixes minor differences mainly about formatting.

Change-Id: Ifaed2952e3dc49ee5cde2587bd5f8a35205465fb
"
341,puppet-placement,a945887286c9cfe4f9dcfb081424236e4d094788,"apache+mod_wsgi: Allow customizing wsgi process options

This change adds the missing capability to customize wsgi process
options, which is supported by the other modules.

Change-Id: Ia5cff022c1ad4f6402f2e9d4cd039059b176cd93
"
342,puppet-placement,497d0a4e457746215ed9bd2f32738fd1707c7796,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: Ie2f8feadd568565308210d73c2a89b2beef43697
"
343,puppet-placement,4fb0cae9c4d3d70dbb49f1ded2b99cd9cf111a47,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I8f865d33ad289b605c27de58d3accf6717888df8
"
344,puppet-placement,029c455e4cc310cd5a6a5b5c599f8cb20a8d774d,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: I8500d2de47c4f50920336741db5840bc44faca8b
"
345,puppet-placement,f64cc66b85163c7e89d009b7277c932d9794f04e,"Remove deprecated placement::wsgi::apache::ensure_package

... because it was deprecated during Xena cycle[1].

[1] 20a4abee20d04800fd2c07429ed2256184a33037

Change-Id: I72fa9fbedb446e430d6b54a05c5d6ae491133852
"
346,puppet-placement,d37eed4ff77fe0b85413303c9bfab0ce181a86fc,"api: Remove deprecated host/api parameter

... because these were deprecated during Victoria cycle[1] and had no
effect since then.

[1] 14a73aff46a2623bf495391a477d4a8402e7273d

Change-Id: I01a966e504af342a26206fd63788ab5de9c832fc
"
347,puppet-placement,c3d53a6558cb87ba1adbac46126142e5ffebfafc,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: I2853800fb6f8ba3276f7702b292386058d3343e2
"
348,puppet-placement,daa79a964dd4e04673222dd031311f23b0b86ad5,"Do not define service resource when service management is disabled

Change-Id: I83d0b85966210da30a2102e9971fc6d5cf806b66
"
349,puppet-murano,0a53e1d4ac6296bbaab5704dc87d34db90bf54fa,"Fix dependencies related to openstacklib::policy

Since [1] was merged, not only openstacklib::poliy::base but also
openstacklib::policy::default is included to manage the policy file.
This change ensure openstacklib::policy::default is executed after
the packages are installed.

[1] 740d1bb822e8543535a2fccb4f2eab4b5809422c

Change-Id: I648ae1113f57f5cd085e8240af74a3c5750b58dc
"
350,puppet-murano,aa9b0aac05b1e3c9f59e1c609fb293a5e2579141,"Fix some typos in parameter descriptions

Change-Id: I2965b9dee20b62582fa0ce5c22111ee8b0b99761
"
351,puppet-murano,e91028fec63ec9054380372d1df88f24e0005c72,"Accept system scope credentials for Keystone API request

This change is the first step to support secure RBAC and allows usage
of system scope credentials for Keystone API request.

This change covers the following two items.
 - assignment of system scope roles to system user
 - credential parameters for authtoken middleware

Depends-on: https://review.opendev.org/804325
Change-Id: Iac29be6b05aebe3fb62e7d63c88342d715903165
"
352,puppet-murano,bfe5a82b50fb146ca2dff7bfe23c8be23b21920d,"Deprecate remaining [database] idle_timeout

... because support by puppet-oslo was deprecated several cycles ago
by [1] and the parameter has had no effect since then.

[1] 3eb0e709473d53bc9a26c672c10486828d84d50f

Change-Id: I0fa2d0f171113a0cd176138eec8ecffaa584f776
"
353,puppet-murano,621d7c54522d5230d4181b2b104d8af18230ebc0,"Remove deprecated database_min_pool_size

... because it was deprecated during Ussuri cycle.

Change-Id: If2f22dc1d121375367d699d884f4a9efb623e45f
"
354,puppet-murano,183e14ab35c7cf379546b235ea98983c1c9d0259,"Create a separate class to manage authtoken parameters

Change-Id: Iab27f6be5d1356963a5eec95bfca25e10ebc3508
"
355,puppet-murano,37e07910a95137c8a4ab1f6c972071d975809e45,"Remove usage of custom os_package_type fact

Currently we support usage of distro packages only, and this custom
fact can be simply replaced by the default fact.

Change-Id: Id544dc2bb4f8e7424b259050e44f403c68f80eb8
"
356,puppet-tempest,33b1390004e2399761820ca302c9c82775796b88,"Remove cleanup of old parameter usage

The cleanup logic was added during the previous cycle[1], thus can be
removed now.

[1] 6b9b452e67832cc1d2a19bebdc107f53b7c07721

Change-Id: I0218674acdbe605838b516724309edc279600c67
"
357,puppet-tempest,786ed8421df880ed923f4b804b5a9b528ce50b06,"Remove deprecated parameter for whitebox tempest plugin

... because it was deprecated during the previous cycle by [1].

[1] 9f2d6ea65016f65e9ed21df8353fac0fb81ae369

Change-Id: Iacb4a192fbd1573d89f62890bc0ef80998e41cd3
"
358,puppet-tempest,9daaffd5c84aca892804f388532dd7cb46679dd8,"Merge ""Fix missing parameters for heat-tempest-plugin"""
359,puppet-tempest,735a2d271f7965ea9a97cf1db588b15bbf0131ca,"Add basic manila-tempest-plugin options

This change introduces a few basic manila-tempest-plugin options which
are required to test Manila in integration jobs.

Change-Id: I76fc72f37a9237f023eb58b37f4b67e698c440f9
"
360,puppet-tempest,a115820f0050e77637785a301e8ee6a76c81a0e6,"Support manila-tempest-plugin

This change adds the initial support for manila-tempest-plugin, and
introduces the new manila_available parameter which determines whether
the plugin package should be installed and enabled.

Change-Id: I116356b39e22625d8ab87d582e3d0cd54d6b85fc
"
361,puppet-tempest,1f35ee44f99282a51529c44a5c81a568100e258a,"CentOS: Do not install packages without tempest tests

It turned out the following two packages do not provide any tempest
tests.
 - python3-neutron-vpnaas-tests
 - python3-neutron-dynamic-routing-tests

This change removes these two packages from the list of plugin packages
installed, because these are not really used.

Change-Id: I55c973ec43bc9cdbc5db8c476d39ae09b9c00fe5
"
362,puppet-tempest,68315770395197a3df03247de4ba1d11313084fb,"Fix missing parameters for heat-tempest-plugin

heat-tempest-plugin requires a few parameters in the dedicated
[heat_plugin] section. This change adds initial support for these
parameters  so that heat-tempest-plugin tests can be executed properly.

Closes-Bug: #1963659
Change-Id: I003f421726f3285a8cca7949896eb63cb6025169
"
363,puppet-tempest,be17b220504e044411c75b7418a8e56bc2ba7b2b,"Add support for domain parameters

This change allows configuring *_domain_name parameters for the pre-
created non-admin credentials.

Change-Id: I5af53ea4d1d28cefcf84a3437c34b96bc6a102a2
"
364,puppet-tempest,5928ffdd14b309d303dda9bf3ba153d6c192caf1,"Merge ""Allow arbitrary section name for *_id_setter"""
365,puppet-tempest,7eeb56c8ffa8e26ed33645f6b63f2158872e0791,"Merge ""Deprecate a parameter for whitebox-tempest-plugin"""
366,puppet-tempest,9f2d6ea65016f65e9ed21df8353fac0fb81ae369,"Deprecate a parameter for whitebox-tempest-plugin

The plugin has never been supported by puppet-tempest. Also, currently
no distribution provides the package.

Change-Id: Ib87b5f44134adefea92d73dd91276de6773e9bab
"
367,puppet-tempest,affbcb0cc621a11aab7ff342f0d9bc965cd0d7b3,"Allow arbitrary section name for *_id_setter

... so that we can set the parameters in different sections.
(eg. [database] db_flavor_ref instead of [compute] db_flavor_ref )

Implementation to inject parameters to tempset.conf is replaced by
the tempest_config type and the ini_setting provider, so that we can
use the consistent implementation to modify tempest.conf .

This change also fixes ""flapping"" of database/db_flavor_ref. Now
the parameter is removed by the initial tempest_config resource then
set by the tempest_glance_id_setter, when db_flavor_name is used.

Closes-Bug: #1978848
Change-Id: Ife2c563213b9b4118d3925192a2ff45253bcee2b
"
368,puppet-tempest,7d69a696c0d0aacb11826f9aa067fff4f17911fd,"Accept array value for [dns] nameservers

... because the parameter is a ListOpt.

Change-Id: I8337435e244b74a2d6dcbec513e807c043f779a7
"
369,puppet-tempest,dafa9101d9fb61b9e1ba0ed282ed4b53446552f7,"CentOS: Install package for glance-tempest-plugin

Now RDO ships the python3-glance-tests-tempest package, which actually
provides the glance-tempest-plugin code. This change ensures the plugin
package is installed when Glance is enabled.

Related-Bug: #1969361
Change-Id: Ied266b2bf27f4f1cc37c799019d5fa0b79c6749e
"
370,puppet-tempest,7b20e48cec6ce1353abfefb47285490b5b266312,"Merge ""Accept array for [network-feature-enabled] api_extensions"""
371,puppet-tempest,15c9d96fbf77f713015f68b81c3d2b257536528f,"Merge ""Remove clean up for [compute] image_alt_ssh_user"""
372,puppet-tempest,c86b427cdd85eb154ff6058079b4596267ca6e15,"Merge ""Add support for [scenario] img_disk_format"""
373,puppet-zaqar,48b9f853383d1e49bd63303c6bc2a78e5334b37e,"Use standard parameter description format for wsgi::apache

Currently parameter description of the <module>::wsgi::apache classes
are formatted differently in individual modules, and this is making
the maintenance effort quite difficult.

This change updates the description format following the standard one
we are globally using in our modules to reduce undesired differences
between modules.

Change-Id: I73044b81e5ea8b41693718c3f3b900237300698e
"
374,puppet-zaqar,a46ebb674bcccd172bc32ef8cab4c07fab6ed800,"Fix typos in parameter descriptions

Change-Id: I79e28bffadce8b140896b7304addf1c6cb9d0ebe
"
375,puppet-zaqar,d34f26c31984ecdc07e6dc7e80dbfa5c1ef7c11f,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: If07cac9bc41d173baeadbefb4dad3612c32ee369
"
376,puppet-zaqar,e803994bbfa603eb0a39e0c86c16313266c3efbb,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: Ic4160b208ff1d728cab2b77c9261cb18deec8c27
"
377,puppet-zaqar,5d3e8252d67ce6bd1606e9cf06c5dea6a1803cf7,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: Ie5f2669a8686a3546b652251881615e0e18bf433
"
378,puppet-zaqar,ff956c7a5b9c848a99954e8b877bfa94bcd28e34,"Remove deprecated parameters for websocket service user

... because these parameters were deprecated during Yoga cycle[1] and
have had no effect since then.

[1] 7eeb46e04d61189925dbbaa06d3016a0235d6200

Change-Id: I6b2ee2e3e9fb633f5f3c6fa9b2e4106e5430484e
"
379,puppet-zaqar,f25c60a03be766a2612a9b3cba42085cb3e251cb,"Fix missing updates of deprecated parameters

This is follow-up of 7eeb46e04d61189925dbbaa06d3016a0235d6200 and fixes
the following two points.
 - tenant_name is deprecated but a proper warning message is missing
 - password is deprecated and now is optional, but it is still
   validated

Closes-Bug: #1973315
Change-Id: I169d42dee4896843e55d4989dc440ad7e7c7ec94
"
380,puppet-zaqar,411e1ea3fee268f560292dce2645a3aebf6f0b7b,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: I17cd1a7adcc09168d3f53f44787858ef1d89a0a7
"
